SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default
1522,2018-02-19T03:13:34Z,CA,3944,1972,R,41,30,BiWeekly,300,19-02-2018,02-03-2018,FALSE
380,2018-03-30T15:16:35Z,CA,5416,2708,R,24,24,BiWeekly,235.3,30-03-2018,20-04-2018,FALSE
1383,2018-02-23T14:50:43Z,TX,21732,10866,R,12,12,BiWeekly,640.95,23-02-2018,02-03-2018,FALSE
1489,2018-02-20T12:51:19Z,CA,2751,2751,R,36,36,Monthly,235.3,20-02-2018,14-03-2018,TRUE
1864,2018-02-05T17:43:00Z,CA,3500,3500,R,24,6,Monthly,117.65,05-02-2018,28-02-2018,FALSE
1816,2018-02-08T13:12:00Z,TX,1000,1000,R,12,6,Monthly,643.01,08-02-2018,02-03-2018,TRUE
330,2018-04-02T10:54:16Z,TX,3500,1750,R,36,6,BiMonthly,642.46,02-04-2018,20-04-2018,FALSE
464,2018-03-28T09:24:53Z,TX,5000,5000,R,17,29,Monthly,643.15,28-03-2018,20-04-2018,FALSE
1783,2018-02-09T16:48:00Z,CA,4400,2200,R,88,12,BiWeekly,300,09-02-2018,02-03-2018,FALSE
1527,2018-02-17T14:59:43Z,CA,2435,2435,R,148,30,Monthly,300,19-02-2018,28-02-2018,FALSE
670,2018-03-22T04:41:23Z,CA,2114,1057,O,38,3,BiWeekly,300,22-03-2018,30-03-2018,FALSE
1774,2018-02-10T17:07:00Z,CA,2518,1259,O,391,36,BiWeekly,300,10-02-2018,23-02-2018,FALSE
58,2018-04-09T08:59:24Z,TX,2000,2000,O,108,6,Monthly,643.28,09-04-2018,03-05-2018,TRUE
1402,2018-02-22T18:39:43Z,CA,4004,2002,R,36,36,BiMonthly,300,22-02-2018,15-03-2018,FALSE
487,2018-03-27T15:18:36Z,CA,3000,1500,R,108,6,BiWeekly,117.65,27-03-2018,09-04-2018,FALSE
1424,2018-02-22T12:07:46Z,CA,10000,2500,R,60,6,Weekly,117.65,22-02-2018,02-03-2018,TRUE
509,2018-03-27T08:51:38Z,TX,6500,3250,R,120,24,BiWeekly,641.36,27-03-2018,06-04-2018,FALSE
1695,2018-02-12T21:43:00Z,CA,2480,620,R,48,36,Weekly,300,13-02-2018,23-02-2018,TRUE
841,2018-03-15T15:57:15Z,TX,1500,1500,O,60,6,Monthly,642.46,15-03-2018,02-04-2018,TRUE
1651,2018-02-13T16:54:00Z,TX,6000,3000,R,12,5,BiMonthly,385.39,13-02-2018,02-03-2018,FALSE
93,2018-04-07T16:19:59Z,CA,4000,2000,R,12,12,BiWeekly,235.3,07-04-2018,20-04-2018,FALSE
151,2018-04-05T18:59:46Z,CA,3000,3000,R,24,18,Monthly,235.3,06-04-2018,24-04-2018,TRUE
1923,2018-02-03T08:16:00Z,CA,2820,1410,R,13,36,BiMonthly,300,03-02-2018,15-02-2018,FALSE
1276,2018-02-27T15:35:29Z,CA,13000,6500,R,24,30,BiWeekly,235.3,27-02-2018,16-03-2018,FALSE
255,2018-04-03T14:28:02Z,CA,6400,1600,R,78,36,Weekly,300,03-04-2018,13-04-2018,TRUE
1565,2018-02-15T15:27:29Z,CA,2078,1039,O,359,30,BiWeekly,300,15-02-2018,23-02-2018,FALSE
359,2018-03-31T14:48:08Z,TX,5000,5000,R,12,6,Monthly,643.42,03-04-2018,25-04-2018,FALSE
1100,2018-03-05T18:05:20Z,CA,8250,4125,R,6,6,BiWeekly,235.3,05-03-2018,16-03-2018,FALSE
444,2018-03-28T13:56:36Z,TX,3500,3500,R,36,6,Monthly,256.71,28-03-2018,10-04-2018,FALSE
1737,2018-02-12T13:21:00Z,CA,3000,1500,R,36,6,BiWeekly,117.65,12-02-2018,22-02-2018,FALSE
1665,2018-02-13T14:15:00Z,CA,16188,8094,R,48,6,BiWeekly,235.3,13-02-2018,28-02-2018,FALSE
939,2018-03-12T17:55:22Z,CA,3000,3000,R,30,36,Monthly,300,12-03-2018,03-04-2018,TRUE
1126,2018-03-05T11:49:40Z,TX,7250,3625,R,60,30,BiWeekly,641.5,05-03-2018,16-03-2018,FALSE
904,2018-03-13T19:06:15Z,CA,3740,3740,R,50,36,Monthly,300,13-03-2018,06-04-2018,FALSE
1861,2018-02-05T18:08:00Z,CA,2164,1082,R,7,30,BiWeekly,300,06-02-2018,21-02-2018,TRUE
1058,2018-03-07T16:35:07Z,CA,3132,3132,R,27,30,Monthly,205.88,07-03-2018,02-04-2018,FALSE
185,2018-04-05T11:06:38Z,TX,3468,1734,R,36,12,BiWeekly,385.23,05-04-2018,20-04-2018,FALSE
1016,2018-03-09T02:09:56Z,CA,9000,4500,R,12,6,BiWeekly,117.65,09-03-2018,23-03-2018,FALSE
1909,2018-02-04T20:40:00Z,CA,920,460,R,24,3,BiWeekly,117.65,05-02-2018,23-02-2018,FALSE
578,2018-03-24T19:06:06Z,TX,3000,3000,R,12,6,Monthly,257.69,24-03-2018,24-04-2018,FALSE
34,2018-04-09T13:50:05Z,CA,1000,500,R,84,6,BiWeekly,117.65,09-04-2018,27-04-2018,TRUE
253,2018-04-03T14:44:11Z,TX,5300,2650,O,255,36,BiWeekly,609.17,04-04-2018,13-04-2018,FALSE
546,2018-03-26T11:06:10Z,CA,5000,5000,R,60,60,Monthly,117.65,26-03-2018,26-04-2018,FALSE
1225,2018-03-01T10:58:43Z,CA,2600,1300,R,24,15,BiWeekly,147.06,01-03-2018,21-03-2018,FALSE
1956,2018-02-01T14:22:00Z,CA,1230,1230,R,42,36,Monthly,235.3,01-02-2018,02-03-2018,TRUE
1364,2018-02-25T10:27:02Z,CA,10000,5000,R,12,24,BiWeekly,117.65,27-02-2018,12-03-2018,TRUE
1028,2018-03-08T15:30:58Z,CA,2500,2500,O,108,6,Monthly,117.65,08-03-2018,21-03-2018,FALSE
1579,2018-02-15T12:51:38Z,CA,522,522,R,84,36,Monthly,117.65,15-02-2018,02-03-2018,FALSE
23,2018-04-09T15:52:00Z,CA,4500,4500,R,12,6,Monthly,117.65,09-04-2018,10-05-2018,FALSE
1342,2018-02-26T12:11:38Z,CA,600,300,R,24,9,BiWeekly,205.89,26-02-2018,09-03-2018,FALSE
626,2018-03-23T11:05:30Z,CA,2180,1090,R,38,30,BiWeekly,147.06,23-03-2018,13-04-2018,FALSE
989,2018-03-10T10:46:54Z,TX,7000,3500,R,60,24,Monthly,641.78,12-03-2018,23-03-2018,TRUE
1140,2018-03-04T18:01:32Z,CA,2856,714,R,92,36,Weekly,300,04-03-2018,16-03-2018,FALSE
321,2018-04-02T11:34:26Z,CA,2176,544,R,2,9,Weekly,300,02-04-2018,12-04-2018,FALSE
386,2018-03-30T12:59:40Z,TX,3500,1750,R,24,24,BiWeekly,385.15,30-03-2018,13-04-2018,FALSE
462,2018-03-28T10:47:57Z,CA,2588,1294,R,26,36,BiMonthly,300,28-03-2018,13-04-2018,FALSE
375,2018-03-30T16:57:53Z,CA,3000,1500,R,36,36,BiWeekly,117.65,30-03-2018,19-04-2018,FALSE
1326,2018-02-26T15:35:46Z,CA,1900,1900,R,36,36,Monthly,300,26-02-2018,29-03-2018,TRUE
1984,2018-01-31T17:51:00Z,CA,4000,2000,R,186,9,BiWeekly,300,31-01-2018,09-02-2018,FALSE
381,2018-03-30T13:52:29Z,CA,3156,789,R,54,15,Weekly,300,30-03-2018,13-04-2018,TRUE
879,2018-03-14T15:31:19Z,CA,753,753,R,16,36,Monthly,235.3,14-03-2018,03-04-2018,FALSE
1162,2018-03-03T12:31:40Z,CA,8000,4000,R,0,6,BiWeekly,117.65,06-03-2018,23-03-2018,TRUE
439,2018-03-28T15:58:58Z,CA,2700,1350,R,6,6,BiMonthly,300,28-03-2018,10-04-2018,FALSE
696,2018-03-20T21:56:06Z,CA,842,421,R,60,36,BiWeekly,264.71,21-03-2018,30-03-2018,FALSE
766,2018-03-19T12:05:44Z,CA,10000,5000,R,60,60,BiWeekly,117.65,19-03-2018,30-03-2018,TRUE
1980,2018-01-31T18:53:00Z,CA,2208,1104,R,108,36,BiWeekly,117.65,31-01-2018,15-02-2018,FALSE
219,2018-04-04T13:38:52Z,CA,5396,1349,R,18,30,Weekly,235.3,04-04-2018,18-04-2018,FALSE
1263,2018-02-28T03:01:09Z,CA,2500,2500,R,26,36,Monthly,300,28-02-2018,21-03-2018,FALSE
1227,2018-03-01T10:33:39Z,CA,14000,3500,R,12,6,Weekly,117.65,01-03-2018,15-03-2018,FALSE
640,2018-03-22T18:02:01Z,CA,3200,1600,R,13,36,BiWeekly,300,22-03-2018,06-04-2018,TRUE
87,2018-04-07T19:36:56Z,CA,2500,1250,R,12,12,BiWeekly,235.3,07-04-2018,27-04-2018,FALSE
1156,2018-03-03T17:11:01Z,CA,7000,3500,R,108,6,BiWeekly,117.65,03-03-2018,23-03-2018,TRUE
238,2018-04-03T20:05:18Z,CA,1111,1111,R,13,6,Monthly,300,04-04-2018,03-05-2018,FALSE
1291,2018-02-27T12:26:15Z,CA,4600,2300,R,30,15,BiWeekly,300,27-02-2018,16-03-2018,FALSE
1357,2018-02-25T16:34:31Z,CA,7000,3500,R,24,12,BiWeekly,235.3,25-02-2018,16-03-2018,FALSE
1317,2018-02-26T17:19:33Z,CA,6000,3000,R,24,24,BiMonthly,235.3,26-02-2018,16-03-2018,TRUE
1694,2018-02-12T21:52:00Z,CA,3600,1800,R,51,36,BiMonthly,235.3,13-02-2018,01-03-2018,TRUE
931,2018-03-12T23:53:29Z,CA,4400,2200,O,236,36,BiWeekly,300,13-03-2018,30-03-2018,TRUE
1145,2018-03-04T14:30:08Z,CA,895,895,R,95,36,Monthly,235.3,04-03-2018,30-03-2018,FALSE
1344,2018-02-26T11:06:15Z,TX,6000,6000,O,185,36,Monthly,643.42,26-02-2018,23-03-2018,TRUE
532,2018-03-26T13:40:16Z,CA,3000,1500,R,108,30,BiWeekly,235.3,26-03-2018,06-04-2018,FALSE
720,2018-03-20T11:12:09Z,CA,4500,2250,R,96,30,BiWeekly,235.3,20-03-2018,30-03-2018,TRUE
275,2018-04-03T09:47:50Z,TX,5000,2500,R,60,30,BiMonthly,642.32,04-04-2018,20-04-2018,FALSE
1331,2018-02-26T14:54:23Z,TX,12000,6000,R,60,60,BiWeekly,641.5,26-02-2018,09-03-2018,TRUE
1652,2018-02-13T16:44:00Z,CA,1500,1500,O,306,36,Monthly,300,13-02-2018,01-03-2018,FALSE
548,2018-03-26T10:51:23Z,CA,1006,503,R,27,30,BiWeekly,205.89,26-03-2018,13-04-2018,FALSE
958,2018-03-12T12:04:51Z,CA,4000,1000,R,12,6,Weekly,117.65,12-03-2018,23-03-2018,FALSE
1471,2018-02-20T16:41:40Z,CA,3248,1624,R,120,36,BiWeekly,300,20-02-2018,02-03-2018,FALSE
249,2018-04-03T17:01:09Z,CA,2384,1192,R,12,36,BiMonthly,264.71,03-04-2018,13-04-2018,FALSE
913,2018-03-13T17:13:14Z,TX,10000,5000,R,12,12,BiMonthly,641.78,13-03-2018,26-03-2018,FALSE
922,2018-03-13T12:41:25Z,CA,3800,1900,R,37,36,BiWeekly,300,13-03-2018,23-03-2018,FALSE
1933,2018-02-02T11:57:00Z,CA,1500,1500,R,24,36,Monthly,300,02-02-2018,26-02-2018,FALSE
1693,2018-02-12T22:56:00Z,CA,3846,3846,O,511,36,Monthly,300,13-02-2018,01-03-2018,FALSE
1781,2018-02-09T16:54:00Z,CA,880,880,R,61,30,Monthly,264.71,09-02-2018,08-03-2018,FALSE
172,2018-04-05T14:00:11Z,CA,2000,2000,R,24,24,Monthly,300,05-04-2018,04-05-2018,TRUE
1188,2018-03-02T10:13:25Z,CA,2600,2600,R,36,30,Monthly,300,02-03-2018,02-04-2018,FALSE
1234,2018-02-28T19:38:46Z,CA,2622,1311,R,36,36,BiMonthly,300,28-02-2018,15-03-2018,FALSE
740,2018-03-19T18:10:34Z,CA,2000,2000,R,12,6,Monthly,117.65,19-03-2018,03-04-2018,TRUE
757,2018-03-19T14:11:49Z,CA,10000,5000,R,12,12,BiMonthly,117.65,19-03-2018,06-04-2018,FALSE
949,2018-03-12T15:31:45Z,TX,5000,2500,R,12,6,BiWeekly,641.5,13-03-2018,23-03-2018,FALSE
907,2018-03-13T18:22:18Z,CA,10000,5000,R,110,20,BiWeekly,235.3,13-03-2018,30-03-2018,FALSE
1367,2018-02-24T14:25:08Z,CA,1442,721,R,24,3,BiMonthly,176.47,24-02-2018,15-03-2018,FALSE
1281,2018-02-27T13:44:38Z,CA,6000,3000,O,0,6,BiWeekly,117.65,27-02-2018,09-03-2018,TRUE
443,2018-03-28T14:24:28Z,CA,6400,3200,R,12,36,BiWeekly,300,28-03-2018,06-04-2018,FALSE
807,2018-03-17T03:21:10Z,CA,1764,441,R,57,36,Weekly,176.47,17-03-2018,29-03-2018,FALSE
1941,2018-02-01T18:29:00Z,CA,7250,3625,R,60,60,BiWeekly,235.3,09-02-2018,23-02-2018,TRUE
267,2018-04-03T11:31:09Z,CA,4060,2030,R,172,30,BiWeekly,147.06,03-04-2018,20-04-2018,FALSE
771,2018-03-19T11:22:36Z,TX,5000,2500,R,36,15,BiWeekly,321.23,19-03-2018,06-04-2018,FALSE
1282,2018-02-27T13:34:15Z,CA,2000,2000,O,108,6,Monthly,117.65,01-03-2018,30-03-2018,FALSE
331,2018-04-02T10:41:24Z,TX,7000,3500,R,12,24,BiWeekly,641.5,02-04-2018,13-04-2018,FALSE
948,2018-03-12T15:33:57Z,CA,1600,800,R,321,36,BiMonthly,300,12-03-2018,26-03-2018,FALSE
1258,2018-02-28T10:02:46Z,CA,3000,1500,R,1,36,BiWeekly,300,28-02-2018,16-03-2018,FALSE
787,2018-03-18T16:19:06Z,CA,2000,1000,R,197,9,BiWeekly,300,18-03-2018,04-04-2018,TRUE
1631,2018-02-14T12:38:00Z,CA,4876,2438,R,31,36,BiWeekly,300,14-02-2018,06-03-2018,FALSE
821,2018-03-16T13:11:05Z,TX,6000,3000,R,24,12,BiWeekly,641.91,16-03-2018,30-03-2018,FALSE
991,2018-03-09T21:31:31Z,CA,910,910,R,12,30,Monthly,294.13,12-03-2018,30-03-2018,FALSE
127,2018-04-06T13:46:32Z,CA,2000,2000,R,12,6,Monthly,235.3,06-04-2018,07-05-2018,FALSE
1955,2018-02-01T14:24:00Z,CA,1800,900,R,24,36,BiWeekly,300,01-02-2018,16-02-2018,FALSE
1660,2018-02-13T14:47:00Z,CA,6000,3000,R,12,9,BiWeekly,117.65,13-02-2018,22-02-2018,FALSE
284,2018-04-02T19:25:04Z,TX,1792,896,R,60,30,BiMonthly,578.09,02-04-2018,19-04-2018,FALSE
1492,2018-02-20T12:43:34Z,CA,3500,3500,R,60,6,Monthly,117.65,22-02-2018,23-03-2018,TRUE
834,2018-03-15T20:38:11Z,CA,5068,1267,R,4,36,Weekly,300,16-03-2018,29-03-2018,FALSE
537,2018-03-26T12:56:02Z,CA,1804,451,R,99,36,Weekly,300,26-03-2018,06-04-2018,FALSE
1388,2018-02-23T14:06:39Z,CA,7000,3500,R,60,60,Monthly,235.3,23-02-2018,16-03-2018,FALSE
216,2018-04-04T15:20:24Z,CA,4078,2039,O,144,36,BiMonthly,294.12,04-04-2018,13-04-2018,FALSE
1172,2018-03-02T18:00:12Z,CA,2158,1079,R,312,36,BiWeekly,300,02-03-2018,16-03-2018,TRUE
274,2018-04-03T10:04:12Z,TX,3750,1875,R,24,12,BiWeekly,256.54,05-04-2018,13-04-2018,FALSE
1620,2018-02-14T14:42:00Z,CA,3000,3000,R,36,18,Monthly,117.65,14-02-2018,28-02-2018,FALSE
32,2018-04-09T14:26:38Z,CA,3200,3200,O,138,36,Monthly,300,09-04-2018,01-05-2018,FALSE
312,2018-04-02T13:01:16Z,CA,2000,2000,R,12,36,Monthly,117.65,02-04-2018,03-05-2018,TRUE
1238,2018-02-28T16:15:16Z,CA,1986,993,R,23,12,BiWeekly,300,28-02-2018,09-03-2018,FALSE
748,2018-03-19T15:31:08Z,TX,4750,2375,R,12,24,BiWeekly,641.5,19-03-2018,30-03-2018,TRUE
541,2018-03-26T12:43:25Z,TX,3500,3500,R,12,12,Monthly,641.09,26-03-2018,03-04-2018,FALSE
363,2018-03-31T13:27:09Z,CA,2060,515,R,63,36,Weekly,300,31-03-2018,11-04-2018,FALSE
1339,2018-02-26T13:07:12Z,CA,12000,6000,R,24,36,BiWeekly,235.3,26-02-2018,16-03-2018,FALSE
1116,2018-03-05T13:29:43Z,TX,5500,5500,O,176,36,Monthly,643.42,05-03-2018,30-03-2018,TRUE
1149,2018-03-04T13:16:11Z,CA,3000,1500,R,72,6,BiWeekly,117.65,04-03-2018,14-03-2018,TRUE
1337,2018-02-26T13:27:49Z,TX,2500,2500,O,84,6,Monthly,644.24,26-02-2018,29-03-2018,FALSE
1885,2018-02-05T13:38:00Z,CA,6000,3000,R,48,9,BiWeekly,235.3,05-02-2018,15-02-2018,FALSE
244,2018-04-03T18:59:23Z,CA,2500,2500,R,85,30,Monthly,300,03-04-2018,01-05-2018,FALSE
571,2018-03-25T11:46:58Z,CA,4500,2250,R,120,30,BiMonthly,235.3,25-03-2018,02-04-2018,FALSE
355,2018-04-01T00:49:25Z,CA,1000,1000,R,48,6,Monthly,117.65,01-04-2018,01-05-2018,TRUE
924,2018-03-13T12:24:53Z,CA,2348,1174,R,42,36,BiWeekly,300,13-03-2018,23-03-2018,FALSE
1497,2018-02-20T10:46:47Z,CA,6000,3000,R,60,36,BiWeekly,235.3,20-02-2018,05-03-2018,FALSE
307,2018-04-02T14:27:20Z,CA,3000,1500,R,120,30,BiWeekly,235.3,02-04-2018,20-04-2018,FALSE
1213,2018-03-01T13:51:35Z,TX,12400,6200,R,60,36,BiWeekly,641.09,01-03-2018,09-03-2018,TRUE
1999,2018-01-31T14:52:00Z,CA,3064,3064,O,311,36,Monthly,300,31-01-2018,28-02-2018,FALSE
649,2018-03-22T15:02:37Z,TX,3500,1750,R,36,36,BiWeekly,641.09,22-03-2018,30-03-2018,FALSE
265,2018-04-03T12:04:07Z,TX,2500,2500,R,12,6,Monthly,644.1,03-04-2018,03-05-2018,FALSE
43,2018-04-09T11:41:21Z,TX,3000,1500,R,36,6,BiWeekly,384.65,09-04-2018,17-04-2018,FALSE
1248,2018-02-28T12:37:56Z,TX,8000,4000,R,24,24,BiMonthly,642.19,28-02-2018,16-03-2018,FALSE
1439,2018-02-21T17:34:51Z,TX,6500,6500,R,36,30,Monthly,644.24,21-02-2018,24-03-2018,FALSE
1240,2018-02-28T15:38:51Z,CA,1500,1500,R,108,6,Monthly,117.65,28-02-2018,31-03-2018,FALSE
1748,2018-02-12T10:53:00Z,TX,11200,5600,R,36,6,BiWeekly,642.05,12-02-2018,27-02-2018,FALSE
1098,2018-03-05T18:47:54Z,CA,2346,1173,R,192,36,BiWeekly,300,05-03-2018,16-03-2018,FALSE
901,2018-03-13T23:59:48Z,CA,1790,895,R,61,36,BiMonthly,300,14-03-2018,30-03-2018,FALSE
1387,2018-02-23T14:24:03Z,CA,9400,4700,R,184,36,BiWeekly,300,23-02-2018,09-03-2018,FALSE
999,2018-03-09T16:05:58Z,TX,6000,3000,R,120,30,BiWeekly,385.23,13-03-2018,28-03-2018,TRUE
1649,2018-02-13T17:12:00Z,CA,4500,4500,R,12,6,Monthly,117.65,13-02-2018,23-02-2018,FALSE
827,2018-03-16T12:21:27Z,TX,3400,3400,R,60,60,Monthly,257.69,16-03-2018,16-04-2018,FALSE
1573,2018-02-15T14:09:33Z,CA,13000,6500,R,36,18,BiWeekly,235.3,15-02-2018,23-02-2018,FALSE
78,2018-04-08T12:29:57Z,CA,2500,1250,R,12,6,BiWeekly,117.65,08-04-2018,20-04-2018,FALSE
1890,2018-02-05T12:43:00Z,CA,3000,3000,O,180,30,Monthly,300,05-02-2018,08-03-2018,TRUE
1378,2018-02-23T17:22:33Z,CA,2200,1100,O,182,12,BiMonthly,300,24-02-2018,09-03-2018,TRUE
391,2018-03-30T11:03:57Z,CA,3000,1500,R,36,36,BiWeekly,117.65,30-03-2018,20-04-2018,FALSE
1867,2018-02-05T16:20:00Z,CA,2084,1042,R,6,6,BiWeekly,300,05-02-2018,16-02-2018,FALSE
1500,2018-02-20T08:23:24Z,TX,8000,4000,R,170,142,BiWeekly,642.32,20-02-2018,09-03-2018,TRUE
940,2018-03-12T17:54:02Z,CA,5028,5028,R,73,12,Monthly,300,12-03-2018,30-03-2018,FALSE
471,2018-03-27T19:57:58Z,CA,980,490,R,54,36,BiMonthly,205.89,28-03-2018,10-04-2018,TRUE
99,2018-04-07T14:24:06Z,CA,1092,546,R,134,36,BiWeekly,300,07-04-2018,20-04-2018,TRUE
847,2018-03-15T13:28:57Z,CA,1000,1000,R,12,6,Monthly,117.65,15-03-2018,30-03-2018,TRUE
501,2018-03-27T11:06:26Z,TX,4500,2250,R,121,31,BiWeekly,642.19,27-03-2018,12-04-2018,FALSE
1603,2018-02-14T17:55:00Z,TX,12000,6000,R,60,60,BiMonthly,641.23,14-02-2018,23-02-2018,TRUE
1852,2018-02-06T00:34:00Z,TX,4050,2025,O,67,36,BiWeekly,641.36,06-02-2018,16-02-2018,TRUE
979,2018-03-10T16:06:28Z,TX,13000,6500,R,48,30,BiMonthly,400.0000031,10-03-2018,21-03-2018,FALSE
432,2018-03-28T21:53:53Z,CA,2712,1356,R,78,3,BiWeekly,300,29-03-2018,11-04-2018,FALSE
346,2018-04-01T16:10:20Z,TX,5416,2708,R,24,24,BiWeekly,642.05,01-04-2018,16-04-2018,TRUE
1008,2018-03-09T12:22:44Z,CA,5000,2500,R,12,27,BiWeekly,117.65,09-03-2018,26-03-2018,TRUE
1397,2018-02-23T10:19:41Z,CA,5808,5808,O,74,36,Monthly,300,23-02-2018,26-03-2018,FALSE
1619,2018-02-14T14:54:00Z,TX,13000,6500,R,60,60,BiWeekly,512.98,14-02-2018,23-02-2018,FALSE
563,2018-03-25T14:23:25Z,CA,3000,750,R,12,6,Weekly,117.65,25-03-2018,06-04-2018,FALSE
1080,2018-03-06T16:52:34Z,TX,3500,3500,R,24,24,Monthly,385.15,06-03-2018,20-03-2018,FALSE
1633,2018-02-14T12:02:00Z,CA,15000,7500,R,60,60,BiWeekly,235.3,14-02-2018,01-03-2018,TRUE
894,2018-03-14T10:52:15Z,TX,7200,3600,R,36,6,BiWeekly,641.23,15-03-2018,23-03-2018,FALSE
372,2018-03-30T18:47:25Z,CA,2000,500,R,15,15,Weekly,264.71,30-03-2018,12-04-2018,FALSE
551,2018-03-26T10:22:23Z,CA,6000,3000,R,60,24,BiWeekly,117.65,26-03-2018,12-04-2018,FALSE
614,2018-03-23T13:42:25Z,CA,2024,506,R,86,36,Weekly,300,23-03-2018,06-04-2018,TRUE
517,2018-03-26T18:07:36Z,CA,1500,1500,R,108,6,Monthly,117.65,26-03-2018,26-04-2018,FALSE
699,2018-03-20T19:02:27Z,CA,2600,2600,R,24,60,Monthly,117.65,20-03-2018,20-04-2018,FALSE
660,2018-03-22T13:00:44Z,CA,2500,1250,R,36,30,BiWeekly,117.65,22-03-2018,06-04-2018,TRUE
112,2018-04-07T02:54:20Z,CA,2500,2500,R,108,6,Monthly,117.65,11-04-2018,19-04-2018,TRUE
1442,2018-02-21T17:18:15Z,CA,3000,1500,R,12,6,BiWeekly,117.65,21-02-2018,02-03-2018,TRUE
1810,2018-02-08T14:27:00Z,TX,2000,2000,R,24,6,Monthly,641.91,14-02-2018,28-02-2018,TRUE
105,2018-04-07T10:40:38Z,CA,4000,2000,R,24,12,BiWeekly,235.3,07-04-2018,17-04-2018,FALSE
1679,2018-02-13T12:19:00Z,TX,6000,3000,R,120,30,BiWeekly,641.36,13-02-2018,23-02-2018,FALSE
135,2018-04-06T11:48:17Z,CA,3200,1600,R,50,22,BiWeekly,235.3,06-04-2018,27-04-2018,TRUE
325,2018-04-02T11:12:42Z,TX,5000,5000,R,12,9,Monthly,256.93,03-04-2018,20-04-2018,FALSE
1215,2018-03-01T13:02:57Z,CA,8750,4375,R,12,36,BiMonthly,235.3,01-03-2018,16-03-2018,FALSE
515,2018-03-26T19:08:44Z,CA,1207,1207,R,26,15,Monthly,117.65,26-03-2018,03-04-2018,FALSE
1268,2018-02-27T17:52:08Z,CA,1696,424,R,7,6,Weekly,300,27-02-2018,07-03-2018,FALSE
1750,2018-02-12T10:39:00Z,TX,11460,5730,R,60,73,BiMonthly,642.19,13-02-2018,28-02-2018,TRUE
919,2018-03-13T14:17:22Z,CA,1980,990,R,218,36,BiWeekly,300,13-03-2018,23-03-2018,FALSE
1871,2018-02-05T15:03:00Z,TX,5000,2500,R,36,18,BiWeekly,385.47,05-02-2018,23-02-2018,FALSE
753,2018-03-19T14:32:37Z,CA,4212,1053,R,67,36,Weekly,300,19-03-2018,30-03-2018,FALSE
70,2018-04-08T14:51:39Z,CA,5000,2500,R,108,12,BiWeekly,235.3,08-04-2018,20-04-2018,FALSE
1434,2018-02-21T20:36:06Z,CA,1000,1000,R,67,36,Monthly,300,22-02-2018,02-03-2018,FALSE
103,2018-04-07T11:53:25Z,CA,5000,5000,R,108,12,Monthly,235.3,07-04-2018,01-05-2018,FALSE
1879,2018-02-05T14:05:00Z,CA,13000,6500,R,48,30,BiWeekly,235.3,08-02-2018,16-02-2018,TRUE
918,2018-03-13T15:05:55Z,CA,1000,1000,R,12,6,Monthly,117.65,13-03-2018,30-03-2018,TRUE
1845,2018-02-06T11:36:00Z,CA,1500,1500,R,154,36,Monthly,300,06-02-2018,01-03-2018,FALSE
671,2018-03-22T00:34:15Z,CA,1116,279,R,27,15,Weekly,235.3,22-03-2018,30-03-2018,TRUE
1372,2018-02-24T10:50:41Z,CA,1200,600,R,16,36,BiWeekly,300,24-02-2018,14-03-2018,TRUE
163,2018-04-05T15:52:43Z,CA,2000,2000,R,12,6,Monthly,117.65,05-04-2018,01-05-2018,TRUE
1548,2018-02-15T18:35:21Z,TX,5000,5000,R,36,24,Monthly,641.91,15-02-2018,01-03-2018,TRUE
785,2018-03-18T16:35:51Z,CA,5000,5000,R,24,30,Monthly,117.65,18-03-2018,30-03-2018,FALSE
1097,2018-03-05T18:51:53Z,CA,2500,2500,R,84,6,Monthly,117.65,05-03-2018,14-03-2018,FALSE
1795,2018-02-08T19:41:00Z,CA,2558,1279,R,41,36,BiWeekly,300,08-02-2018,16-02-2018,FALSE
239,2018-04-03T19:53:40Z,CA,1536,768,R,100,36,BiMonthly,300,04-04-2018,24-04-2018,FALSE
1657,2018-02-13T15:33:00Z,CA,3000,1500,R,12,6,BiWeekly,117.65,13-02-2018,01-03-2018,TRUE
73,2018-04-08T14:02:43Z,CA,2500,1250,R,12,12,BiWeekly,235.3,12-04-2018,20-04-2018,FALSE
1919,2018-02-03T14:34:00Z,CA,1728,432,R,24,36,Weekly,235.3,03-02-2018,16-02-2018,FALSE
547,2018-03-26T11:00:14Z,CA,3000,3000,R,48,12,Monthly,117.65,26-03-2018,26-04-2018,TRUE
476,2018-03-27T18:44:58Z,TX,2183,2183,R,36,6,Monthly,644.24,28-03-2018,27-04-2018,FALSE
1059,2018-03-07T14:06:18Z,CA,7000,3500,R,24,6,BiWeekly,117.65,07-03-2018,15-03-2018,FALSE
1299,2018-02-27T10:59:29Z,TX,3500,3500,R,108,6,Monthly,386.54,27-02-2018,30-03-2018,TRUE
612,2018-03-23T15:00:25Z,CA,2000,1000,R,24,24,BiWeekly,117.65,28-03-2018,06-04-2018,FALSE
72,2018-04-08T14:13:45Z,CA,2808,1404,R,6,36,BiWeekly,294.13,09-04-2018,17-04-2018,FALSE
48,2018-04-09T11:25:28Z,TX,3000,1500,R,12,6,BiWeekly,128.49,09-04-2018,27-04-2018,FALSE
